"","time","gcc_90","day","model_results"
"1",2017-01-24,0.34564,24,0.3494092
"2",2017-02-15,0.34663,46,0.349523067637939
"3",2017-02-16,0.34508,47,0.349636915346547
"4",2017-02-17,0.34531,48,0.349750743129313
"5",2017-02-18,0.34701,49,0.349864550989724
"6",2017-02-19,0.34835,50,0.349978338931267
"7",2017-02-20,0.34562,51,0.350092106957428
"8",2017-02-21,0.34692,52,0.350205855071694
"9",2017-02-22,0.35026,53,0.350319583277548
"10",2017-02-23,0.34775,54,0.350433291578475
"11",2017-02-24,0.34553,55,0.35054697997796
"12",2017-02-25,0.34696,56,0.350660648479485
"13",2017-02-26,0.34466,57,0.350774297086533
"14",2017-02-27,0.34657,58,0.350887925802586
"15",2017-02-28,0.34948,59,0.351001534631125
"16",2017-03-01,0.35129,60,0.351115123575631
"17",2017-03-02,0.34466,61,0.351228692639584
"18",2017-03-03,0.34496,62,0.351342241826463
"19",2017-03-04,0.34534,63,0.351455771139749
"20",2017-03-05,0.34547,64,0.351569280582918
"21",2017-03-06,0.34695,65,0.351682770159448
"22",2017-03-07,0.34766,66,0.351796239872818
"23",2017-03-08,0.34481,67,0.351909689726503
"24",2017-03-09,0.34502,68,0.352023119723978
"25",2017-03-10,0.34589,69,0.35213652986872
"26",2017-03-11,0.34785,70,0.352249920164203
"27",2017-03-12,0.3437,71,0.352363290613901
"28",2017-03-13,0.34529,72,0.352476641221288
"29",2017-03-14,0.34946,73,0.352589971989835
"30",2017-03-15,0.3434,74,0.352703282923017
"31",2017-03-16,0.34373,75,0.352816574024303
"32",2017-03-17,0.34734,76,0.352929845297166
"33",2017-03-18,0.34719,77,0.353043096745076
"34",2017-03-19,0.34477,78,0.353156328371501
"35",2017-03-20,0.34726,79,0.353269540179913
"36",2017-03-27,0.34619,86,0.353382732173778
"37",2017-03-28,0.34705,87,0.353495904356566
"38",2017-03-29,0.34503,88,0.353609056731743
"39",2017-03-30,0.34771,89,0.353722189302777
"40",2017-03-31,0.34725,90,0.353835302073133
"41",2017-04-01,0.34657,91,0.353948395046277
"42",2017-04-02,0.34749,92,0.354061468225674
"43",2017-04-03,0.35681,93,0.354174521614789
"44",2017-04-04,0.3504,94,0.354287555217084
"45",2017-04-05,0.35598,95,0.354400569036024
"46",2017-04-06,0.35417,96,0.35451356307507
"47",2017-04-07,0.35214,97,0.354626537337685
"48",2017-04-08,0.35078,98,0.354739491827329
"49",2017-04-09,0.35419,99,0.354852426547465
"50",2017-04-10,0.35747,100,0.354965341501551
"51",2017-04-11,0.36816,101,0.357750978676382
"52",2017-04-12,0.3671,102,0.360552047296603
"53",2017-04-13,0.37697,103,0.363368241182504
"54",2017-04-17,0.40058,107,0.366280917354352
"55",2017-04-18,0.40901,108,0.369207364371463
"56",2017-04-19,0.40891,109,0.372147268970739
"57",2017-04-20,0.4127,110,0.375100317596033
"58",2017-04-21,0.4172,111,0.378066196453122
"59",2017-04-22,0.42133,112,0.381044591564471
"60",2017-04-23,0.41752,113,0.38403518882379
"61",2017-04-24,0.42427,114,0.387037674050362
"62",2017-04-25,0.42429,115,0.390051733043132
"63",2017-04-26,0.42583,116,0.393077051634542
"64",2017-04-27,0.43347,117,0.396113315744105
"65",2017-04-28,0.432,118,0.399160211431693
"66",2017-04-29,0.4321,119,0.402217424950549
"67",2017-04-30,0.43522,120,0.40528464279998
"68",2017-05-01,0.43725,121,0.408361551777753
"69",2017-05-02,0.43536,122,0.411447839032152
"70",2017-05-03,0.43876,123,0.414543192113704
"71",2017-05-04,0.43046,124,0.417647299026557
"72",2017-05-06,0.40041,126,0.420784748673512
"73",2017-05-07,0.4041,127,0.423930061420763
"74",2017-05-08,0.40407,128,0.427082925929263
"75",2017-05-09,0.4045,129,0.430243031568616
"76",2017-05-10,0.40573,130,0.43341006846639
"77",2017-05-11,0.40459,131,0.433193126660237
"78",2017-05-12,0.40566,132,0.432976293443502
"79",2017-05-13,0.39861,133,0.432759568761831
"80",2017-05-14,0.40341,134,0.432542952560898
"81",2017-05-15,0.40365,135,0.432326444786402
"82",2017-05-16,0.40403,136,0.432110045384072
"83",2017-05-17,0.40498,137,0.431893754299662
"84",2017-05-18,0.41012,138,0.431677571478955
"85",2017-05-19,0.40838,139,0.431461496867758
"86",2017-05-20,0.41047,140,0.431245530411908
"87",2017-05-21,0.41091,141,0.431029672057269
"88",2017-05-22,0.40623,142,0.430813921749731
"89",2017-05-23,0.41159,143,0.43059827943521
"90",2017-05-24,0.41137,144,0.430382745059653
"91",2017-05-25,0.41014,145,0.430167318569029
"92",2017-05-26,0.40981,146,0.429951999909338
"93",2017-05-27,0.41129,147,0.429736789026606
"94",2017-05-28,0.4155,148,0.429521685866885
"95",2017-05-29,0.41497,149,0.429306690376255
"96",2017-05-30,0.41534,150,0.429091802500822
"97",2017-05-31,0.41837,151,0.42887702218672
"98",2017-06-01,0.41676,152,0.428662349380109
"99",2017-06-02,0.41789,153,0.428447784027177
"100",2017-06-03,0.42033,154,0.428233326074139
"101",2017-06-04,0.42136,155,0.428018975467236
"102",2017-06-05,0.42654,156,0.427804732152737
"103",2017-06-06,0.42258,157,0.427590596076935
"104",2017-06-07,0.42357,158,0.427376567186154
"105",2017-06-08,0.42567,159,0.427162645426742
"106",2017-06-09,0.42539,160,0.426948830745076
"107",2017-06-10,0.42633,161,0.426735123087557
"108",2017-06-11,0.42705,162,0.426521522400615
"109",2017-06-12,0.42756,163,0.426308028630707
"110",2017-06-13,0.42828,164,0.426094641724316
"111",2017-06-14,0.42795,165,0.425881361627951
"112",2017-06-15,0.4289,166,0.425668188288149
"113",2017-06-16,0.43068,167,0.425455121651474
"114",2017-06-17,0.42778,168,0.425242161664515
"115",2017-06-18,0.42873,169,0.42502930827389
"116",2017-06-19,0.4305,170,0.424816561426242
"117",2017-06-20,0.42639,171,0.424603921068242
"118",2017-06-21,0.42471,172,0.424391387146585
"119",2017-06-22,0.42981,173,0.424178959607997
"120",2017-06-23,0.42274,174,0.423966638399228
"121",2017-06-24,0.42455,175,0.423754423467053
"122",2017-06-25,0.42407,176,0.423542314758278
"123",2017-06-26,0.42287,177,0.423330312219733
"124",2017-06-27,0.42062,178,0.423118415798273
"125",2017-06-28,0.4202,179,0.422906625440784
"126",2017-06-29,0.42021,180,0.422694941094174
"127",2017-06-30,0.42238,181,0.42248336270538
"128",2017-07-01,0.42138,182,0.422271890221367
"129",2017-07-02,0.42131,183,0.422060523589122
"130",2017-07-03,0.41914,184,0.421849262755664
"131",2017-07-04,0.42111,185,0.421638107668034
"132",2017-07-05,0.42151,186,0.421427058273302
"133",2017-07-06,0.41878,187,0.421216114518563
"134",2017-07-07,0.41854,188,0.42100527635094
"135",2017-07-08,0.41314,189,0.420794543717582
"136",2017-07-09,0.41714,190,0.420583916565664
"137",2017-07-10,0.41252,191,0.420373394842388
"138",2017-07-11,0.41628,192,0.420162978494981
"139",2017-07-12,0.41797,193,0.419952667470699
"140",2017-07-13,0.41772,194,0.419742461716821
"141",2017-07-14,0.41605,195,0.419532361180656
"142",2017-07-15,0.41641,196,0.419322365809537
"143",2017-07-16,0.41547,197,0.419112475550823
"144",2017-07-17,0.41373,198,0.418902690351903
"145",2017-07-18,0.42045,199,0.418693010160187
"146",2017-07-19,0.4121,200,0.418483434923115
"147",2017-07-20,0.41163,201,0.418273964588153
"148",2017-07-21,0.41171,202,0.418064599102792
"149",2017-07-22,0.41168,203,0.41785533841455
"150",2017-07-23,0.41077,204,0.417646182470972
"151",2017-07-24,0.41366,205,0.417437131219627
"152",2017-07-25,0.41006,206,0.417228184608112
"153",2017-07-26,0.41188,207,0.417019342584051
"154",2017-07-27,0.41336,208,0.416810605095092
"155",2017-07-28,0.41862,209,0.416601972088911
"156",2017-07-29,0.40968,210,0.416393443513209
"157",2017-07-30,0.40962,211,0.416185019315714
"158",2017-07-31,0.40866,212,0.415976699444181
"159",2017-08-01,0.4121,213,0.415768483846388
"160",2017-08-02,0.41094,214,0.415560372470142
"161",2017-08-03,0.40977,215,0.415352365263275
"162",2017-08-04,0.41139,216,0.415144462173646
"163",2017-08-05,0.41053,217,0.41493666314914
"164",2017-08-06,0.41357,218,0.414728968137666
"165",2017-08-07,0.41455,219,0.414521377087162
"166",2017-08-08,0.41525,220,0.41431388994559
"167",2017-08-09,0.41281,221,0.414106506660939
"168",2017-08-10,0.4148,222,0.413899227181224
"169",2017-08-11,0.41626,223,0.413692051454486
"170",2017-08-12,0.4148,224,0.413484979428791
"171",2017-08-13,0.41373,225,0.413278011052232
"172",2017-08-14,0.41246,226,0.413071146272929
"173",2017-08-15,0.41445,227,0.412864385039025
"174",2017-08-16,0.41189,228,0.412657727298692
"175",2017-08-17,0.4107,229,0.412451173000126
"176",2017-08-18,0.41218,230,0.412244722091551
"177",2017-08-19,0.40953,231,0.412038374521213
"178",2017-08-20,0.40518,232,0.411832130237389
"179",2017-08-21,0.4094,233,0.411625989188377
"180",2017-08-22,0.4091,234,0.411419951322505
"181",2017-08-23,0.41139,235,0.411214016588124
"182",2017-08-24,0.40988,236,0.411008184933613
"183",2017-08-25,0.40827,237,0.410802456307375
"184",2017-08-26,0.40854,238,0.410596830657839
"185",2017-08-27,0.40874,239,0.410391307933462
"186",2017-08-28,0.40779,240,0.410185888082723
"187",2017-08-29,0.40813,241,0.409980571054131
"188",2017-08-30,0.41051,242,0.409775356796218
"189",2017-08-31,0.41366,243,0.409570245257543
"190",2017-09-01,0.40708,244,0.409365236386689
"191",2017-09-02,0.40965,245,0.409160330132267
"192",2017-09-03,0.40075,246,0.408955526442913
"193",2017-09-04,0.40974,247,0.408750825267287
"194",2017-09-05,0.40722,248,0.408546226554078
"195",2017-09-06,0.40415,249,0.408341730251997
"196",2017-09-07,0.40235,250,0.408137336309784
"197",2017-09-08,0.40588,251,0.407933044676202
"198",2017-09-09,0.40982,252,0.407728855300042
"199",2017-09-10,0.40365,253,0.407524768130118
"200",2017-09-11,0.40918,254,0.407320783115272
"201",2017-09-12,0.41093,255,0.407116900204371
"202",2017-09-13,0.4081,256,0.406913119346306
"203",2017-09-14,0.40818,257,0.406709440489996
"204",2017-09-15,0.4071,258,0.406505863584383
"205",2017-09-16,0.40478,259,0.406302388578438
"206",2017-09-17,0.40502,260,0.406099015421154
"207",2017-09-18,0.40475,261,0.405895744061551
"208",2017-09-19,0.40781,262,0.405692574448675
"209",2017-09-20,0.40428,263,0.405489506531598
"210",2017-09-21,0.40493,264,0.405286540259415
"211",2017-09-22,0.40513,265,0.405083675581248
"212",2017-09-23,0.40787,266,0.404880912446245
"213",2017-09-24,0.40332,267,0.40467825080358
"214",2017-09-25,0.40423,268,0.40447569060245
"215",2017-09-26,0.40476,269,0.404273231792079
"216",2017-09-27,0.40734,270,0.404070874321716
"217",2017-09-28,0.40581,271,0.403868618140636
"218",2017-09-29,0.40728,272,0.40366646319814
"219",2017-09-30,0.40371,273,0.403464409443552
"220",2017-10-01,0.39933,274,0.403262456826224
"221",2017-10-02,0.40355,275,0.40306060529553
"222",2017-10-03,0.39344,276,0.402858854800874
"223",2017-10-04,0.39225,277,0.402657205291681
"224",2017-10-05,0.3939,278,0.402455656717404
"225",2017-10-06,0.3918,279,0.40225420902752
"226",2017-10-07,0.40726,280,0.402052862171532
"227",2017-10-08,0.40412,281,0.401851616098968
"228",2017-10-09,0.40582,282,0.40165047075938
"229",2017-10-10,0.40625,283,0.401449426102348
"230",2017-10-11,0.40148,284,0.401248482077476
"231",2017-10-12,0.38994,285,0.401047638634391
"232",2017-10-13,0.39724,286,0.400846895722749
"233",2017-10-14,0.39671,287,0.400646253292229
"234",2017-10-15,0.39785,288,0.400445711292534
"235",2017-10-16,0.39682,289,0.400245269673396
"236",2017-10-17,0.38781,290,0.400044928384569
"237",2017-10-18,0.38857,291,0.396777348432066
"238",2017-10-19,0.38639,292,0.393525321098707
"239",2017-10-20,0.38613,293,0.390288901911463
"240",2017-10-21,0.39384,294,0.387068144629454
"241",2017-10-22,0.3902,295,0.383863101252347
"242",2017-10-23,0.39623,296,0.380673822028944
"243",2017-10-24,0.39309,297,0.377500355465937
"244",2017-10-25,0.38696,298,0.374342748336837
"245",2017-10-26,0.37789,299,0.371201045691077
"246",2017-10-27,0.37624,300,0.368075290863276
"247",2017-10-28,0.39237,301,0.364965525482671
"248",2017-10-29,0.37861,302,0.361871789482703
"249",2017-10-30,0.37268,303,0.358794121110774
"250",2017-10-31,0.37142,304,0.355732556938141
"251",2017-11-01,0.37695,305,0.352687131869977
"252",2017-11-02,0.37372,306,0.349657879155575
"253",2017-11-03,0.36361,307,0.346644830398694
"254",2017-11-04,0.35859,308,0.343648015568057
"255",2017-11-05,0.3495,309,0.340667463007981
"256",2017-11-06,0.34194,310,0.337703199449144
"257",2017-11-07,0.35183,311,0.33781911589354
"258",2017-11-08,0.34629,312,0.33793501205002
"259",2017-11-09,0.34637,313,0.338050887922135
"260",2017-11-10,0.33599,314,0.338166743513434
"261",2017-11-11,0.33422,315,0.338282578827467
"262",2017-11-12,0.33692,316,0.338398393867784
"263",2017-11-13,0.33822,317,0.338514188637932
"264",2017-11-14,0.33771,318,0.33862996314146
"265",2017-11-15,0.33915,319,0.338745717381914
"266",2017-11-16,0.34171,320,0.338861451362841
"267",2017-11-17,0.34111,321,0.338977165087787
"268",2017-11-18,0.34877,322,0.339092858560296
"269",2017-11-19,0.3451,323,0.339208531783915
"270",2017-11-20,0.34297,324,0.339324184762186
"271",2017-11-21,0.34435,325,0.339439817498653
"272",2017-11-22,0.34232,326,0.339555429996858
"273",2017-11-23,0.34256,327,0.339671022260345
"274",2017-11-24,0.34309,328,0.339786594292654
"275",2017-11-25,0.34389,329,0.339902146097326
"276",2017-11-26,0.34309,330,0.340017677677902
"277",2017-11-27,0.34304,331,0.340133189037922
"278",2017-11-28,0.3438,332,0.340248680180923
"279",2017-11-29,0.34355,333,0.340364151110445
"280",2017-12-05,0.35257,339,0.340479601830026
"281",2017-12-06,0.34778,340,0.340595032343203
"282",2017-12-07,0.34799,341,0.340710442653511
"283",2017-12-08,0.35434,342,0.340825832764488
"284",2017-12-09,0.35153,343,0.340941202679669
"285",2017-12-10,0.34717,344,0.341056552402587
"286",2017-12-11,0.34762,345,0.341171881936779
"287",2017-12-12,0.34675,346,0.341287191285775
"288",2017-12-13,0.34679,347,0.341402480453111
"289",2017-12-14,0.34685,348,0.341517749442317
"290",2017-12-15,0.34726,349,0.341632998256926
"291",2017-12-16,0.34618,350,0.341748226900469
"292",2017-12-17,0.34856,351,0.341863435376475
"293",2017-12-18,0.34918,352,0.341978623688475
"294",2017-12-19,0.34874,353,0.342093791839997
"295",2017-12-20,0.35267,354,0.342208939834571
"296",2017-12-21,0.35101,355,0.342324067675724
"297",2017-12-22,0.35117,356,0.342439175366984
"298",2017-12-23,0.35297,357,0.342554262911877
"299",2017-12-24,0.35144,358,0.342669330313929
"300",2017-12-25,0.34764,359,0.342784377576666
"301",2017-12-26,0.34784,360,0.342899404703612
"302",2017-12-27,0.34834,361,0.343014411698292
"303",2017-12-28,0.34628,362,0.343129398564229
"304",2017-12-29,0.34715,363,0.343244365304947
"305",2017-12-30,0.34682,364,0.343359311923967
"306",2017-12-31,0.34802,365,0.343474238424811
"307",2018-01-01,0.3475,1,0.343589144811001
"308",2018-01-02,0.34595,2,0.343704031086057
"309",2018-01-03,0.34663,3,0.343818897253498
"310",2018-01-04,0.34673,4,0.343933743316845
"311",2018-01-05,0.34719,5,0.344048569279616
"312",2018-01-06,0.34573,6,0.344163375145328
"313",2018-01-07,0.3469,7,0.3442781609175
"314",2018-01-08,0.34703,8,0.344392926599647
"315",2018-01-09,0.34887,9,0.344507672195287
"316",2018-01-10,0.34804,10,0.344622397707935
"317",2018-01-11,0.35015,11,0.344737103141106
"318",2018-01-12,0.35015,12,0.344851788498313
"319",2018-01-13,0.34773,13,0.344966453783072
"320",2018-01-14,0.34709,14,0.345081098998895
"321",2018-01-15,0.34702,15,0.345195724149294
"322",2018-01-16,0.34997,16,0.345310329237781
"323",2018-01-17,0.34839,17,0.345424914267869
"324",2018-01-18,0.3473,18,0.345539479243066
"325",2018-01-19,0.34668,19,0.345654024166884
"326",2018-01-20,0.34828,20,0.345768549042832
"327",2018-01-21,0.34869,21,0.345883053874418
"328",2018-01-22,0.34884,22,0.345997538665151
"329",2018-01-23,0.34699,23,0.346112003418538
"330",2018-01-24,0.34657,24,0.346226448138087
"331",2018-01-25,0.34657,25,0.346340872827304
"332",2018-01-26,0.34678,26,0.346455277489694
"333",2018-01-27,0.34873,27,0.346569662128763
"334",2018-01-28,0.35084,28,0.346684026748015
"335",2018-01-29,0.34753,29,0.346798371350953
"336",2018-01-30,0.34738,30,0.346912695941083
"337",2018-01-31,0.34714,31,0.347027000521905
"338",2018-02-01,0.34889,32,0.347141285096922
"339",2018-02-02,0.34756,33,0.347255549669636
"340",2018-02-03,0.34693,34,0.347369794243548
"341",2018-02-04,0.35079,35,0.347484018822156
"342",2018-02-05,0.34728,36,0.347598223408963
"343",2018-02-06,0.35012,37,0.347712408007465
"344",2018-02-07,0.35247,38,0.347826572621162
"345",2018-02-08,0.3489,39,0.347940717253551
"346",2018-02-09,0.34705,40,0.34805484190813
"347",2018-02-10,0.35206,41,0.348168946588395
"348",2018-02-11,0.35203,42,0.348283031297842
"349",2018-02-12,0.3533,43,0.348397096039967
"350",2018-02-13,0.34881,44,0.348511140818263
"351",2018-02-14,0.35203,45,0.348625165636226
"352",2018-02-15,0.35048,46,0.348739170497349
"353",2018-02-16,0.35324,47,0.348853155405124
"354",2018-02-17,0.35374,48,0.348967120363044
"355",2018-02-18,0.34961,49,0.3490810653746
"356",2018-02-19,0.35012,50,0.349194990443285
"357",2018-02-20,0.34891,51,0.349308895572587
"358",2018-02-21,0.3503,52,0.349422780765997
"359",2018-02-22,0.35077,53,0.349536646027004
"360",2018-02-23,0.35011,54,0.349650491359096
"361",2018-02-24,0.34994,55,0.349764316765763
"362",2018-02-25,0.3508,56,0.34987812225049
"363",2018-02-26,0.35,57,0.349991907816766
"364",2018-02-27,0.34708,58,0.350105673468075
"365",2018-02-28,0.35272,59,0.350219419207904
"366",2018-03-01,0.35253,60,0.350333145039737
"367",2018-03-02,0.34696,61,0.350446850967059
"368",2018-03-03,0.34688,62,0.350560536993354
"369",2018-03-04,0.34697,63,0.350674203122104
"370",2018-03-05,0.34829,64,0.350787849356793
"371",2018-03-06,0.35127,65,0.350901475700902
"372",2018-03-07,0.34705,66,0.351015082157912
"373",2018-03-08,0.34692,67,0.351128668731304
"374",2018-03-09,0.34756,68,0.351242235424558
"375",2018-03-10,0.34994,69,0.351355782241154
"376",2018-03-11,0.35031,70,0.35146930918457
"377",2018-03-12,0.35208,71,0.351582816258285
"378",2018-03-13,0.34814,72,0.351696303465776
"379",2018-03-14,0.34651,73,0.35180977081052
"380",2018-03-15,0.34732,74,0.351923218295994
"381",2018-03-16,0.3495,75,0.352036645925674
"382",2018-03-17,0.3485,76,0.352150053703034
"383",2018-03-18,0.34798,77,0.35226344163155
"384",2018-03-19,0.34855,78,0.352376809714695
"385",2018-03-20,0.35038,79,0.352490157955943
"386",2018-03-21,0.35181,80,0.352603486358766
"387",2018-03-22,0.34769,81,0.352716794926637
"388",2018-03-23,0.34782,82,0.352830083663027
"389",2018-03-24,0.35027,83,0.352943352571407
"390",2018-03-25,0.35195,84,0.353056601655248
"391",2018-03-26,0.34937,85,0.353169830918019
"392",2018-03-27,0.34843,86,0.353283040363189
"393",2018-03-28,0.34936,87,0.353396229994227
"394",2018-03-29,0.34941,88,0.3535093998146
"395",2018-03-30,0.34927,89,0.353622549827777
"396",2018-03-31,0.34793,90,0.353735680037223
"397",2018-04-01,0.35001,91,0.353848790446405
"398",2018-04-02,0.35016,92,0.353961881058789
"399",2018-04-03,0.3513,93,0.354074951877838
"400",2018-04-04,0.35219,94,0.354188002907018
"401",2018-04-05,0.35013,95,0.354301034149792
"402",2018-04-06,0.35282,96,0.354414045609623
"403",2018-04-07,0.35289,97,0.354527037289974
"404",2018-04-08,0.3515,98,0.354640009194306
"405",2018-04-09,0.35253,99,0.354752961326081
"406",2018-04-10,0.35254,100,0.354865893688759
"407",2018-04-11,0.35274,101,0.357651960337449
"408",2018-04-12,0.35448,102,0.360453460810663
"409",2018-04-13,0.3566,103,0.363270088881486
"410",2018-04-14,0.3626,104,0.366101537704981
"411",2018-04-15,0.37796,105,0.368947499873338
"412",2018-04-16,0.37003,106,0.371807667470904
"413",2018-04-17,0.37204,107,0.374681732129089
"414",2018-04-18,0.38094,108,0.377569385081113
"415",2018-04-19,0.38293,109,0.38047031721661
"416",2018-04-20,0.38359,110,0.383384219136052
"417",2018-04-21,0.38523,111,0.386310781204985
"418",2018-04-22,0.39243,112,0.389249693608077
"419",2018-04-23,0.39794,113,0.392200646402949
"420",2018-04-24,0.40675,114,0.395163329573779
"421",2018-04-25,0.40722,115,0.398137433084677
"422",2018-04-26,0.4093,116,0.401122646932808
"423",2018-04-27,0.40539,117,0.40411866120125
"424",2018-04-28,0.41193,118,0.407125166111584
"425",2018-04-29,0.41102,119,0.410141852076193
"426",2018-04-30,0.41108,120,0.413168409750268
"427",2018-05-01,0.41838,121,0.4162045300835
"428",2018-05-02,0.42286,122,0.419249904371451
"429",2018-05-03,0.42825,123,0.422304224306594
"430",2018-05-04,0.44017,124,0.425367182029009
"431",2018-05-05,0.43895,125,0.428438470176717
"432",2018-05-06,0.45087,126,0.431517781935656
"433",2018-05-07,0.44394,127,0.43460481108927
"434",2018-05-08,0.44991,128,0.437699252067721
"435",2018-05-09,0.45452,129,0.440800799996687
"436",2018-05-10,0.45551,130,0.443909150745766
"437",2018-05-11,0.44971,131,0.443686953662824
"438",2018-05-12,0.44814,132,0.44346486779981
"439",2018-05-13,0.44686,133,0.443242893101053
"440",2018-05-14,0.45073,134,0.44302102951091
"441",2018-05-15,0.45198,135,0.442799276973766
"442",2018-05-16,0.45425,136,0.442577635434034
"443",2018-05-17,0.45202,137,0.442356104836155
"444",2018-05-18,0.45567,138,0.442134685124596
"445",2018-05-19,0.45121,139,0.441913376243856
"446",2018-05-20,0.45065,140,0.441692178138456
"447",2018-05-21,0.45036,141,0.44147109075295
"448",2018-05-22,0.44995,142,0.441250114031917
"449",2018-05-23,0.44204,143,0.441029247919964
"450",2018-05-24,0.44425,144,0.440808492361726
"451",2018-05-25,0.44891,145,0.440587847301865
"452",2018-05-26,0.44454,146,0.440367312685073
"453",2018-05-27,0.44502,147,0.440146888456068
"454",2018-05-28,0.43663,148,0.439926574559595
"455",2018-05-29,0.44915,149,0.439706370940427
"456",2018-05-30,0.44609,150,0.439486277543367
"457",2018-05-31,0.44266,151,0.439266294313242
"458",2018-06-01,0.44669,152,0.439046421194908
"459",2018-06-02,0.44057,153,0.438826658133251
"460",2018-06-03,0.44204,154,0.438607005073181
"461",2018-06-04,0.42567,155,0.438387461959638
"462",2018-06-05,0.43149,156,0.438168028737587
"463",2018-06-06,0.43043,157,0.437948705352025
"464",2018-06-07,0.42698,158,0.437729491747971
"465",2018-06-08,0.4311,159,0.437510387870476
"466",2018-06-09,0.43153,160,0.437291393664615
"467",2018-06-10,0.43274,161,0.437072509075495
"468",2018-06-11,0.43047,162,0.436853734048245
"469",2018-06-12,0.42917,163,0.436635068528026
"470",2018-06-13,0.43207,164,0.436416512460024
"471",2018-06-14,0.43069,165,0.436198065789454
"472",2018-06-15,0.42716,166,0.435979728461556
"473",2018-06-16,0.42928,167,0.435761500421599
"474",2018-06-17,0.43314,168,0.435543381614881
"475",2018-06-18,0.42669,169,0.435325371986724
"476",2018-06-19,0.42869,170,0.43510747148248
"477",2018-06-20,0.42987,171,0.434889680047527
"478",2018-06-21,0.43452,172,0.434671997627271
"479",2018-06-22,0.42924,173,0.434454424167145
"480",2018-06-23,0.42946,174,0.43423695961261
"481",2018-06-24,0.42783,175,0.434019603909152
"482",2018-06-25,0.42894,176,0.433802357002288
"483",2018-06-26,0.42782,177,0.433585218837559
"484",2018-06-27,0.431,178,0.433368189360536
"485",2018-06-28,0.43511,179,0.433151268516813
"486",2018-06-29,0.42884,180,0.432934456252017
"487",2018-06-30,0.42856,181,0.432717752511798
"488",2018-07-01,0.43232,182,0.432501157241834
"489",2018-07-02,0.43039,183,0.43228467038783
"490",2018-07-03,0.43302,184,0.432068291895521
"491",2018-07-04,0.42563,185,0.431852021710666
"492",2018-07-05,0.42308,186,0.431635859779051
"493",2018-07-06,0.42119,187,0.431419806046491
"494",2018-07-07,0.42413,188,0.431203860458828
"495",2018-07-08,0.43038,189,0.430988022961929
"496",2018-07-09,0.4237,190,0.430772293501692
"497",2018-07-10,0.42385,191,0.430556672024037
"498",2018-07-11,0.42121,192,0.430341158474915
"499",2018-07-12,0.42379,193,0.430125752800303
